,Unnamed: 0,TID,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
163,163,1295,pr ye oopr jo btaya wo surgeri ni h na ?? nan,1,neutral,"dear oopr, what are you talking about? nun",2,positive
164,164,1313,veri nice tamanna tamanna nice like nan,2,positive,veri ni c a tamanna tamanna ni c a like nan,2,positive
165,165,1335,apko deputi cm se minist chief kb bnaya ja rhaa h r wait nan,2,positive,your deputy minister is the chief minister.,0,neutral
166,166,1344,vbk78 tera pichwada hai bc ???? jb se modi ji jeet hai jali padi hai ?? tabs pichwaad ki jagah muh se hag rahe ho nan,2,positive,"wbc ter tervidvad hai b ???? where is jyet from jed, is it burning? you are laughing from the mouth of the tabernacle",1,positive
167,167,1353,shahid bahi wahab riaz ki bowl mein experi nahi sirf wide aur ball hi hain nan,0,negative,martyrdom is not just a matter of time and place.,1,positive
168,168,1357,isko nikal dia tha world cup 2011 sayad ek banda call p aya bolta h india england australia ni ayga semifin nan,0,negative,"it was released in the world cup in 2011. it is a short-lived event in india, england, australia and the semifinals.",0,neutral
169,169,1362,pledgeagainstcorrupt good afternoon guru g bless us give us power sewa nan,2,positive,pledgeagainstcorrupt good afternoon our g bless us give us power sea nan,2.5,positive
170,170,1366,nice see glow-up peopl may-hem ?? congrat guy ???? wohooo ! ! ! bbye tire year ! ! ! nan,2,positive,नि c ए सेए ग्लोव-उपपेओप्लम्य-हेम ?? c ओंग्रत् गुय् ???? wow! ! ! bbye tire yeer! ! ! nun,4,positive
171,171,1370,jitni media ne bjp ke liy prachar ki hai utna khud bjp ne bhi bjp ke liy nahi surgic strike,2,positive,"jiten medea has discussed for the uk, she herself did not have any good news for the british women.",3,positive
172,172,1376,siasat rawadari hai samajhta hai wo roza nahi rahta iftari sam nan,2,positive,it is understandable that it is not daily iftar,0,neutral
173,173,1400,patrag sab pahel tere gahr kanon lago kr kiyo ke teri faim pr tera kabo nahi,1,neutral,don&#39;t go for less that your full potential.,0,neutral
174,174,1401,india arjun ji ???? jai punrasar baba ki jai bikan rajasthan,1,neutral,india arjunji ???? jai punarsar bob ki jai bikan rajasthan,0,neutral
175,175,1410,doc saab bahut badhiya video banaya andher se much better hai nan,1,neutral,doc sab bahut badhiya video banay andher se muchbetter hai nan,0,neutral
176,176,1415,sari shairi tassali aur dilasay pay hi munhasir hoti hai warna shairi kyun karay koi agar pas ho kuch ?? nan,2,positive,sari shari tassali aur dilsay pai hi munhasir hoti hai varna shari kun kary koi agar pas ho kuch ?? nun,0,neutral
177,177,1419,om gandhi ko ham isliy rastrapita mant hai kyu ki wo ahinsa vadi ye nahi hote aja,2,positive,om gandhhi is the one who is interested in islam because those ahins are not there,2,positive
178,178,1420,wrong love soti 2 naa ? ? ???? nan,2,positive,wronglow soti 2 na? ? ???? nun,0,neutral
179,179,1421,samaj mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi road per,2,positive,"it is not possible that why i am not improving in this way, but i do not think that i am going to stay",2,positive
180,180,1432,usko toh kejriw ne khud reject kar diya tha educ minist toh kejriw khud bana sakta tha raj,0,negative,toh kejriv himself was able to become the minister of toh kejriv himself.,0,neutral
181,181,1445,chanda make gentl nice relat someon life kisi k sahar ki zarort parti ha nan,1,neutral,chand make gentlni c a relat someonlife kisi k sahar ki zarort parti ha nan,2,positive
182,182,1448,rahiy sex cool nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume nan,2,positive,whose right is it to hold hands?,0,neutral
183,183,1450,sub bakwa ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra,0,negative,subquak ha hai apne harkaton se baazhni aayen gay kisin kis faulat jawaaj ki jawaat hai,2,positive
184,184,1453,x cm shila dixet karn wale feku tum annaji ko b dhokha de diya nan,1,neutral,kshmshil dikshet karnvale pheku tum annaji ko bhodhak de diyan,0,neutral
185,185,1458,lekin itn kharab result se kuta bauna harami handsom suvar singh etc ka gussa,0,negative,but it is so bad that kut baun harmi handsom suvar singh is angry.,-3,negative
186,186,1462,valuetim valuelif pujya guru ji keht h ki jo insan samya ki kader kart h alasya nan,1,neutral,valuetim valuelif pujya guru ji kehth is the one who is not lazy in the world.,-1,negative
187,187,1464,bsdkk dhruv tyagi ke bare main kitni bar muslim aatankwad bola tune vivek hatyakand ke bad teri zu,0,negative,bardak dhruv tyagi bare mantin bari muslim aatmakwad bol bol vivek murderer ke badtera zu,-2,negative
188,188,1476,bharat ka musalman hamesha secular govt k liy vote karta raha hai karta rahega haar jeet 1 sikk k,2,positive,"from the muslim community of india, it is the duty of the ulterior govt.",0,neutral
189,189,1480,congress parti ne pehl se feku bhakt media ka agenda samaj liya hote ye chunav nhi hartefeku bhakt media ne fe,0,negative,"c ongressi parthi had fecu bhakt medeya from pahela, he had chosen his heart to beat her",0,neutral
190,190,1484,ghoda ghaan se dosti kar lega khayega kya delhi sarkaar home ministri public ki na,0,negative,why do you want to be friends with ghod ghan?,1,positive
191,191,1486,real tho tri pay loan introduc whopper loan  make purchas bk app cha nan,1,neutral,real the try pay loan introduce whisper loan  make purchase by pp ha nan,0.5,positive
192,192,1494,ph watch btsatwembley make miss sighhh realli hope bts ph ?????? miss everyday guy nan,2,positive,oh watch btsatwembley make miss sight really hope its oh ?????? miss everyday guy nan,-0.6666666667,negative
193,193,1505,come first man earlier incid ab ink naam se roti pel raha hai shame nan,0,negative,c ome first man aerlier inc c id id ink se roti pelrah hai shame nan,-2,negative
194,194,1506,need branch ke student ki hai jisas digir india par forc diya ja sake aur corrupt bhi na ho mai shr,2,positive,"neid is the subject of the branch, which can be used to provide a class of india per page, and i do not have any error.",-2,negative
195,195,1510,aap pichla 5 saal se media ka ghatna kramank ko rewind kark dekhiy jabbi vipaksh ne rule parti ke neeti ke baar,2,positive,you can see ravindra kirk in the media for the last 5 years.,0,neutral
196,196,1511,aur bakwa karma aur tv per galat sandesh dena kam hua instead congressi neta aur kar,0,negative,and bk karma and twprrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrbbbbcbcrpcrpcbp,0,neutral
197,197,1512,desh aagh baad raha hai ye religion ke naam pe bakwa karna baand karo aur tumhar aap bhaiyon ko bhi shikhao nan,2,positive,stop blaspheming in the name of these religions and teach them to your brothers.,-1,negative
198,198,1545,khan 'm sad hear veeruji pass away pleasur & privileg work veeruji amaz pe nan,2,positive,khan 'm sad hear veeruji pass away pleasure & privilege work veeruji may pe nan,0.5,positive
199,199,1550,* father * son - papa aaj main night studi ke liy jau ga - kitn baje son - 10 baje tak - haan nan,1,neutral,* father * son - pop today i&#39;m going to take a nap - what time is son - 10 o&#39;clock - hannan,0,neutral
200,200,1553,mohad ham log ko koe dukh nhi hay tumko hay pakistan ja ???????????????? nan,1,neutral,what is the pain of mohammed people? what is your pain ?????????????? nun,-2,negative
201,201,1570,know 's late comment tweet wan na say realli miss n,1,neutral,know 's late comment sweet wan na say really miss n,0,neutral
202,202,1572,mp kamalnath govern ko vote diy ki employ milega pr 6 month ho gye ghanta kuch ni hua na aagey kuch hoga nan,0,negative,mp kamal nath govern said that the employees will not be able to work for the next six months.,0,neutral
203,203,1574,rashid krishna tab tha jab tera allah peda bhi nahi hua,0,negative,rashid krishan was not present without allah,0,neutral
204,204,1589,show acha chalna chahiy peopl dont care kisko chanc diya kisko nhi jo main h kisliy hai entertain jyada krt,2,positive,"the show has seemed a bit unfocused in recent episodes, but it&#39;s been a while since i&#39;ve seen this.",-2,negative
205,205,1593,team lathi goli ki sarkar nhi chalegi nhi chalegi,0,negative,the bullet will not move or move,0,neutral
206,206,1598,chal har gaya ab sudhar ja ki fir se uncl ko harwayega tere jeson ki wajah,2,positive,i am feeling happy that i will have to give it to you again because of your body.,2,positive
207,207,1604,777 pak,1,neutral,4,0,neutral
208,208,1608,sapna erad untouch & poverti sin life nan,2,positive,sapna erd untouch &amp; poverti sinlife nan,0,neutral
209,209,1637,abu kute ki tarah bhonkta jb k ye farishta k cousin ka wo attitud jo tere jese,0,negative,"like abu kute, this angel of the world who is awake, who is like you",2,positive
210,210,1640,respect pm modi jiii hamar odisha ka educ system ka daityo aparajita sadangi mam ko dene ke,1,neutral,resp ct modi gi hamar odish ki sistem ki demeto to give to the unconquered sadangi mam,0,neutral
211,211,1648,kab k uth gye gulshan k karobar bhi chal pare fed dog dish left last night laundri go ?? nan,0,negative,when did you go to gulshan? nun,0,neutral
212,212,1652,ff great weekend popat panju nan,2,positive,ffreatweekend popat panju nan,0,neutral
213,213,1655,modi chor ko pta tha k evm set ho chuki h aur elect commiss ko inform kr diya gaya h k hme 300 seat chahiy e,0,negative,"mod chor has been set up and set up, and allec and c ommis have been confirmed to be 300.",0,neutral
214,214,1656,sir congratul marvel victori seem one ever bother sev,0,negative,sir congratul marvel victory seem one ever bother see,0.5,positive
215,215,1657,make sure becom bootlick exact way allah apk say se masoom ko bachay ameen nan,0,negative,mackay sure b ombotli ck ax c tvay allah apksay se masoom ko bachay amennn,0,neutral
216,216,1658,pahl usko bulao jisn kaha tha notebandi fail hui ap mujh beech chaurah par phansi par latka dena ?? nan,1,neutral,"first of all, call him who said that the note has been spread and you are going to hang me in the middle of nowhere ?? nun",0,neutral
217,217,1661,? nh ? l ê n nh é em g á stay strong lalisa alway love ?? . alwaysstaywithlalisa,2,positive,? no ? l ê n no é em g á stay strong saliva away love ?? . alwaysstaywithlalisa,0.75,positive
218,218,1664,hamsab milkar dhundh us teesr ko jo muslim jake hindu bnke aag lagata ya hindu jake muslim bnke aur dono,2,positive,humsab milkar dhundh ustesrko jo muslim jake hindu bnke aggat ya hindu jake muslim bnke aur dono,0,neutral
219,219,1669,chutiy ke lodo mna kisn kiya hai orgasm karn ko karo na bhosdi walo agar orgasm nhi ho,0,negative,"what has been done in lodo of chutiya, do not do orgasm kerna or bhosdi will be next to orgasm",0,neutral
220,220,1674,miss beauti voic amjadsabrishahe allah un k darjaat buland far,1,neutral,ms.,0,neutral
221,221,1678,harekrishna 2024 ke parliament elect hg modi ko koe gali nahi degaphir v modi hi jitega beta jara gali de ke dekh nan,2,positive,hare krishna will not see modi in the parliament of 2024 and modi will not win.,4,positive
222,222,1682,appn kabhi kisi shahid ke famili ko kabhi bulaya nahi oath ke liy kya comparison kar rahe,0,negative,"why are you cosponsor for oath, sometimes without any marriage to your family?",0,neutral
223,223,1683,happiest b'day thanku bade bhaiya motiv make great content us nan,2,positive,happy blessed,3,positive
224,224,1693,loyal guy allah apko kushiyaan naseeb farmai bhai jan duaon yad rkhna nan,2,positive,"loyal guy allah, do not let your kushiyan be born in the same way.",3,positive
225,225,1700,correct yeh chatukar good meadiagovt k alway kisi bat nahi sunta boycott hona chahiy magar ye,1,neutral,c orre c and this is the best way to go in the city of goad,3,positive
226,226,1722,kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai aap tweet ku nahi,1,neutral,it is very wrong to be a killer even when ashraf ji dies of a hindu,-2,negative
227,227,1726,megha aap sadi ke liy kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat,1,neutral,why is the cloud ready for you when you have so much to do with ware?,0,neutral
228,228,1728,teri maa ki chut behen ke lode teri gand main jor h 15 minut ke liy mil le tujh teri randi maa ke,0,negative,teri ma ki chut behen ke lode teri gand main man jo hai 15 minut mein le tujh teri randi ma ke,0,neutral
229,229,1733,modi ji apko fr ek baar pm bann pr congrat hamar desh ke logo ne jo ye visva banaya hai apk uper visva ko,2,positive,modi ji apko fr ekbar pamp bann pc ongrat hamardesh ke logo jo yeh viswa banay hai apk upar viswa ko,0,neutral
230,230,1747,bhai modi ji ko jeetna hi tha earli wait epic advrtsmnt seri mauka mauka,1,neutral,bhai modi ji ko jeetna hitha aarli vait apic advrtsmant seri mauk mauk,0,neutral
231,231,1748,okkkk lovee one favourit person ??,2,positive,okkkk love one favourite person ??,3,positive
232,232,1757,sir mai allahabad ( ald ) se sirathu (,1,neutral,only in allahabad (ald) to sirathu (,0,neutral
233,233,1766,rubika gandi bata jo andar ko matri banya h bjp ne kya bayan deya h sali haramkhor terei chod,0,negative,rubik gandi bata bata jo andri ko matri baniya hai bjp kya biyan ki sali haramkhor terei chod,0,neutral
234,234,1772,ravi shankar ji namaskar wais sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne 1,0,negative,"all the people of ravi shankara who greeted you, did not give it to you, but kayastha did 1.",1,positive
235,235,1778,jini zindgi guzri jini baki sari ty lant beshumar,1,neutral,genie life,0,neutral
236,236,1781,like zhoom barabar jhoom ( movi ) friend nan,0,negative,like noom barber zoom (movie) freyndnn,2,positive
237,237,1786,wajah se khatana mai bahut jam kah gaya tha waha polic sahi se duti nahi kar rahi th,0,negative,"because of the fact that the story was called multiple times, it was not different from policing.",0,neutral
238,238,1787,today bday murshid may allah give great health work muslim ummah allah unka,2,positive,today day murshid may allah give great health work muslin gumma allah unna,3,positive
239,239,1795,12 listen bhenchod pyaara bachha im fuck happi final gf omg love ill text nan,0,negative,12 listen venchod pyar bach imfu c happy finlfgf omglove illtextnn,3,positive
240,240,1797,sir kya apka sharkar aan ke bad bhi muslim safe nhi hain madhay pardesh 23-may ko jo video aaya,1,neutral,muslims are not clean except for their sugar cane.,2,positive
241,241,1809,bjp garibo ki parti think everyon congress kisi ki bhi parti nahi think self nan,2,positive,"think about it, don&#39;t think about it, don&#39;t think about it, don&#39;t think about it, don&#39;t think about it.",0,neutral
242,242,1816,meri life mae aik ap apa ke brday ka din ais hota hae js ka muja bht intazar hota ha bcz nan,2,positive,there are so many types it&#39;s hard to say.,-1,negative
243,243,1837,naa hum bhult khuda ko naa unhko jo hume allah gift mile unko bhuln wali galiya hum chor aay pich,1,neutral,"don&#39;t forget yourself, don&#39;t forget those who have received the gift of allah.",0,neutral
244,244,1843,tumhari marzi chhor twitter yehi agar facebook hota na toh tum log chhorn ka socht tak nhi p,1,neutral,thy merz chhor chortaar hai ya hai f c abook hai neither do you think of chhorna.,0,neutral
