,Unnamed: 0,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
170,170,nice see glow-up peopl may-hem ?? congrat guy ???? wohooo ! ! ! bbye tire year ! ! ! nan,2,positive,nice see group people maybe contrat guy whoso tire year bbye nun,3,positive
171,171,jitni media ne bjp ke liy prachar ki hai utna khud bjp ne bhi bjp ke liy nahi surgic strike,2,positive,media surgical strike as much as bjp li discussion uttan himself bjp bjp li,-1,negative
172,172,siasat rawadari hai samajhta hai wo roza nahi rahta iftari sam nan,2,positive,siasat ravadari understand daily dead iftar sam nun,-3,negative
173,173,patrag sab pahel tere gahr kanon lago kr kiyo ke teri faim pr tera kabo nahi,1,neutral,पत्रग् first the deep conan take it kr what fame cabo,1,positive
174,174,india arjun ji ???? jai punrasar baba ki jai bikan rajasthan,1,neutral,india around rajasthan jai reissue bub jai sold out,0,neutral
175,175,doc saab bahut badhiya video banaya andher se much better hai nan,1,neutral,do video much better garnish neat banay dark nun,2,positive
176,176,sari shairi tassali aur dilasay pay hi munhasir hoti hai warna shairi kyun karay koi agar pas ho kuch ?? nan,2,positive,pay head sherry tasli dilsay munsir vern sherry do august post some nun,-1,negative
177,177,om gandhi ko ham isliy rastrapita mant hai kyu ki wo ahinsa vadi ye nahi hote aja,2,positive,gandhi om islaia armed mant ahins vadi today,0,neutral
178,178,wrong love soti 2 naa ? ? ???? nan,2,positive,wrong love sleep no nun,0,neutral
179,179,samaj mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi road per,2,positive,road compound me arah solution me improve action book j per,1.5,positive
180,180,usko toh kejriw ne khud reject kar diya tha educ minist toh kejriw khud bana sakta tha raj,0,negative,reject his kejriv himself edu c minist kejriv himself the cord,-1,negative
181,181,chanda make gentl nice relat someon life kisi k sahar ki zarort parti ha nan,1,neutral,make gentle nice someone life the moon railt city zort per nun,3,positive
182,182,rahiy sex cool nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume nan,2,positive,sex cool hath hume live nikah ose fell who look right of course nun,1,positive
183,183,sub bakwa ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra,0,negative,sub fault light band bak हर्कतोन् buzz nhi no gay jaws kr and,-1,negative
184,184,x cm shila dixet karn wale feku tum annaji ko b dhokha de diya nan,1,neutral,x cm shil दिक्षेत् to do feku annaji deception give nun,-3,negative
185,185,lekin itn kharab result se kuta bauna harami handsom suvar singh etc ka gussa,0,negative,result sigh etc लेकिन् इत्न् kharab kut the dwarf harmi handsome gold angry,-2.5,negative
186,186,valuetim valuelif pujya guru ji keht h ki jo insan samya ki kader kart h alasya nan,1,neutral,valuetim valuelif sage master keht insan time कदेर् duty laziness nun,0,neutral
187,187,bsdkk dhruv tyagi ke bare main kitni bar muslim aatankwad bola tune vivek hatyakand ke bad teri zu,0,negative,main bar muslin tune vive bad bsdkk pole abandoned ok terrorism lyrics हत्यकन्द् zu,-2.5,negative
188,188,bharat ka musalman hamesha secular govt k liy vote karta raha hai karta rahega haar jeet 1 sikk k,2,positive,secular got vote bharat muslim always li will remain har j.e.t. सिक्क्,0,neutral
189,189,congress parti ne pehl se feku bhakt media ka agenda samaj liya hote ye chunav nhi hartefeku bhakt media ne fe,0,negative,congress media agenda media per pehle feku devotion compound choose nhi hartefeku devotion fe,0,neutral
190,190,ghoda ghaan se dosti kar lega khayega kya delhi sarkaar home ministri public ki na,0,negative,delhi home public horse wound up friendship leg will eat circar ministries,0,neutral
191,191,real tho tri pay loan introduc whopper loan  make purchas bk app cha nan,1,neutral,real the pay loan whisper loan  make purchase by pp tri introduc f nun,-1,negative
192,192,ph watch btsatwembley make miss sighhh realli hope bts ph ?????? miss everyday guy nan,2,positive,oh watch make miss hope oh miss everyday guy बत्सत्वेम्ब्लेय् singh really bts nun,-0.6666666667,negative
193,193,come first man earlier incid ab ink naam se roti pel raha hai shame nan,0,negative,come first man earlier ink shame inc. name moth pel nun,-2,negative
194,194,need branch ke student ki hai jisas digir india par forc diya ja sake aur corrupt bhi na ho mai shr,2,positive,need branch student digit india sake corrupt she which forc j me,0,neutral
195,195,aap pichla 5 saal se media ka ghatna kramank ko rewind kark dekhiy jabbi vipaksh ne rule parti ke neeti ke baar,2,positive,media remind rule last years ghatna gradually cancer see jabbi opposition per neeti the bar,-1,negative
196,196,aur bakwa karma aur tv per galat sandesh dena kam hua instead congressi neta aur kar,0,negative,parma to instead bak per accidental message the gift cum congrassi led,-2,negative
197,197,desh aagh baad raha hai ye religion ke naam pe bakwa karna baand karo aur tumhar aap bhaiyon ko bhi shikhao nan,2,positive,religion country half name bak band do do to you it&#39;s over shikho nun,0,neutral
198,198,khan 'm sad hear veeruji pass away pleasur & privileg work veeruji amaz pe nan,2,positive,khan m hear pass away pleasure work the good weiruji privileg weiruji amaz nun,3,positive
199,199,* father * son - papa aaj main night studi ke liy jau ga - kitn baje son - 10 baje tak - haan nan,1,neutral,father main night सोन् pop aaj praise li barley c time सोन् time nun,3,positive
200,200,mohad ham log ko koe dukh nhi hay tumko hay pakistan ja ???????????????? nan,1,neutral,parisian mohd coe sad nhi hi yours hi j nun,-2,negative
201,201,know 's late comment tweet wan na say realli miss n,1,neutral,know s late comment sweet say miss वन् really,0,neutral
202,202,mp kamalnath govern ko vote diy ki employ milega pr 6 month ho gye ghanta kuch ni hua na aagey kuch hoga nan,0,negative,vote did employ month mp kamalnath गोवेर्न् mileg gyay hour some free further some hoag nun,1,positive
203,203,rashid krishna tab tha jab tera allah peda bhi nahi hua,0,negative,krishna tax rashid allah tree,0,neutral
204,204,show acha chalna chahiy peopl dont care kisko chanc diya kisko nhi jo main h kisliy hai entertain jyada krt,2,positive,show people chance main entertain well to walk want dont c hey nhi kislyas more christ,1.5,positive
205,205,team lathi goli ki sarkar nhi chalegi nhi chalegi,0,negative,team lathi bullet circar nhi will go nhi will go,0,neutral
206,206,chal har gaya ab sudhar ja ki fir se uncl ko harwayega tere jeson ki wajah,2,positive,let&#39;s go her improve j then uncl harvey jason the reason,2,positive
207,207,777 pak,1,neutral,pucca,0,neutral
208,208,sapna erad untouch & poverti sin life nan,2,positive,touch life dream erad powerti sin nun,1,positive
209,209,abu kute ki tarah bhonkta jb k ye farishta k cousin ka wo attitud jo tere jese,0,negative,au j cousin attitude dog bhonkt angel like,2,positive
210,210,respect pm modi jiii hamar odisha ka educ system ka daityo aparajita sadangi mam ko dene ke,1,neutral,respect pm dish system gee hum edu c the monsters undefeated congratulations m to give,2,positive
211,211,kab k uth gye gulshan k karobar bhi chal pare fed dog dish left last night laundri go ?? nan,0,negative,gulshan fed dog dish left last night go shallow gyay karobar let&#39;s go beyond laundry nun,0,neutral
212,212,ff great weekend popat panju nan,2,positive,great weekend ff pop claw nun,3,positive
213,213,modi chor ko pta tha k evm set ho chuki h aur elect commiss ko inform kr diya gaya h k hme 300 seat chahiy e,0,negative,set elect commits inform seat chor pth and because kr hm want a,1,positive
214,214,sir congratul marvel victori seem one ever bother sev,0,negative,sir congratul marvel seem one ever bother vitori sev,0.5,positive
215,215,make sure becom bootlick exact way allah apk say se masoom ko bachay ameen nan,0,negative,make sure become bootlick exact way ask say allah masoam left amen nun,0,neutral
216,216,pahl usko bulao jisn kaha tha notebandi fail hui ap mujh beech chaurah par phansi par latka dena ?? nan,1,neutral,fail beech first his call जिस्न् notation me intersection fancy lt the gift nun,-2,negative
217,217,? nh ? l ê n nh é em g á stay strong lalisa alway love ?? . alwaysstaywithlalisa,2,positive,stay strong away love alwaysstaywithlalisa nh ल् ê nh it is m á lallis,2.5,positive
218,218,hamsab milkar dhundh us teesr ko jo muslim jake hindu bnke aag lagata ya hindu jake muslim bnke aur dono,2,positive,us their muslin jake hindu hindu jake muslin hello milk mist bnke the fire cost bnke both,0,neutral
219,219,chutiy ke lodo mna kisn kiya hai orgasm karn ko karo na bhosdi walo agar orgasm nhi ho,0,negative,isn organs organs lick lodo mn to do do do bhosdi the trees august nhi,0,neutral
220,220,miss beauti voic amjadsabrishahe allah un k darjaat buland far,1,neutral,miss beauty voice far amjdsbrishhe allah them registration buland,-2,negative
221,221,harekrishna 2024 ke parliament elect hg modi ko koe gali nahi degaphir v modi hi jitega beta jara gali de ke dekh nan,2,positive,parliament elect he degaphir beta harekrishna coe street w will win if street give see nun,0,neutral
222,222,appn kabhi kisi shahid ke famili ko kabhi bulaya nahi oath ke liy kya comparison kar rahe,0,negative,oath comparison app martyr family the bull li,0,neutral
223,223,happiest b'day thanku bade bhaiya motiv make great content us nan,2,positive,happiest day make great content us thank you badhe brother motiv nun,3,positive
224,224,loyal guy allah apko kushiyaan naseeb farmai bhai jan duaon yad rkhna nan,2,positive,loyal guy jan allah of you कुशियान् nseb firmai दुआओन् if to keep nun,3,positive
225,225,correct yeh chatukar good meadiagovt k alway kisi bat nahi sunta boycott hona chahiy magar ye,1,neutral,correct good meadiagovt away boycott quaternion bat sunt done want magar,0.6666666667,positive
226,226,kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai aap tweet ku nahi,1,neutral,hindu sweet the murderer done accidental per ashraf death some,-0.6666666667,negative
227,227,megha aap sadi ke liy kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat,1,neutral,ever cloud sadi li why decision love karti baat,3,positive
228,228,teri maa ki chut behen ke lode teri gand main jor h 15 minut ke liy mil le tujh teri randi maa ke,0,negative,main in चुत् behen lode dirty jor मिनुत् li mil take you lady in,-2,negative
229,229,modi ji apko fr ek baar pm bann pr congrat hamar desh ke logo ne jo ye visva banaya hai apk uper visva ko,2,positive,fr pm contrat log ask of you the bar to become hum country the world banay उपेर the world,0,neutral
230,230,bhai modi ji ko jeetna hi tha earli wait epic advrtsmnt seri mauka mauka,1,neutral,early wait epic advrtsmnt jayatna seri chance chance,2,positive
231,231,okkkk lovee one favourit person ??,2,positive,love one person okkkkk favourit,3,positive
232,232,sir mai allahabad ( ald ) se sirathu (,1,neutral,sir allahabad me ald sirthu,0,neutral
233,233,rubika gandi bata jo andar ko matri banya h bjp ne kya bayan deya h sali haramkhor terei chod,0,negative,rubik dirty gall inside matri wild bjp statement due sali हरम्खोर् your fourteen,-2,negative
234,234,ravi shankar ji namaskar wais sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne 1,0,negative,shankar vote sun hello vais jatiyo but कयस्थ्,0,neutral
235,235,jini zindgi guzri jini baki sari ty lant beshumar,1,neutral,genie life gujri genie baki head t लन्त् uncountable,0,neutral
236,236,like zhoom barabar jhoom ( movi ) friend nan,0,negative,like move friend ome barbar jhome nun,2,positive
237,237,wajah se khatana mai bahut jam kah gaya tha waha polic sahi se duti nahi kar rahi th,0,negative,th the reason barn me jam say poli c that&#39;s right duty,0,neutral
238,238,today bday murshid may allah give great health work muslim ummah allah unka,2,positive,today day may give great health work muslin murshid allah ummm allah,3,positive
239,239,12 listen bhenchod pyaara bachha im fuck happi final gf omg love ill text nan,0,negative,listen fuck final of org love ill text venchod love the baby im hippie nun,0,neutral
240,240,sir kya apka sharkar aan ke bad bhi muslim safe nhi hain madhay pardesh 23-may ko jo video aaya,1,neutral,sir bad muslin safe may video shark आन् nhi the middle abroad income,-1,negative
241,241,bjp garibo ki parti think everyon congress kisi ki bhi parti nahi think self nan,2,positive,think everyone congress think self bjp poor per per nun,-2,negative
242,242,meri life mae aik ap apa ke brday ka din ais hota hae js ka muja bht intazar hota ha bcz nan,2,positive,life day but bc mae ac up day ace ha js me wait nun,2,positive
243,243,naa hum bhult khuda ko naa unhko jo hume allah gift mile unko bhuln wali galiya hum chor aay pich,1,neutral,hume gift mile no forget it myself no his allah his forget it wali the corridor chor i peech,0,neutral
244,244,tumhari marzi chhor twitter yehi agar facebook hota na toh tum log chhorn ka socht tak nhi p,1,neutral,twitter facebook your marzi chhor that&#39;s it august च्होर्न् think nhi,0,neutral
245,245,swami ji karmo ka fal jaroor milta hai chinta na kare apn acch karm kiy apna dha,2,positive,swami karma fals through milt anxiety do ac karma what th,-2,negative
246,246,bro aghar tera dost hota team phir possibl tha umer akmal p nan,1,neutral,brow team possible aghar friends age akmal nun,0,neutral
247,247,bear krishna zoo bear bhai tumara har jagah se kaat gaya hai keep calm start prepar 2024 ... good luck ?? nan,2,positive,bear krishna too bear keep calm start good luck you her the place timber love nun,2.75,positive
248,248,bam happi uncl fine ? hamar bb ke pita ji hey aais hi thodi bimar rehet strong hey uncl ?? nan,2,positive,am fine hey strong hey hippie uncl hum bb pit come on some bimar rehat uncl nun,2,positive
