,TWEET,SCORE,SENTIMENT_LABEL
307,muslim tustikarad hindu virodbhrashtachar public ko bevkuf samajhkar safe jhuthbharat ki sbhya,1,neutral
308,fake news coz yrf itni badi galti ni krga shahrukhkhan ko ab action psnd nhi krgi audi,1,neutral
309,aplogo ne betetctet 201117 walo ka majak banakar,0,negative
310,tyagi happi birthday aditi tyagi ji bhagvan se prathna karta hu ke apka khudka channel khul jay aur pura di,1,neutral
311,sarkar ko koi kos nhi rha hai ye fe,0,negative
312,bapa ki 26veen aap sab ko mubarak ho humari mubabbat bapa se aur barh jaati hai jb hum mure e kamil nigran e shoo,1,neutral
313,chub ne kutt ki awlaad tere baap ka nahi hai sale yah india tu ja nepal ag,0,negative
314,- kisi ko mohabbat se dekhna sawaab hai na - haan g - toh phir mujh sawaab kamaan na 14 year ol,2,positive
315,ratia wais gulami ka asli wajah sangh wale nahi batat hong woh hai aapsi dushman,0,negative
316,lagta ap old age b cross kr chuki han nan,1,neutral
317,jb tk ais chutiy rheng bharat aag nhi badh skta saal cast ko apn pichhwad daal lo,0,negative
318,killer sunoo n't know whether 's correct news wrong pubg tou mein nai final sai kafi pehlay chor di thi nan,1,neutral
319,mani thank kind wish lallu ji nan,2,positive
320,owaisi sahab mil ke modi ji se issu haal karn ki koshish kare aap aachr insan lag,2,positive
321,beast usk perosn problem h 20 khelna & 50 kheln differ h agr whi wc perform nhi kr pata,1,neutral
322,pick weekend anthoni smith volkan oezdimir jimi manuwa chris fishgold damir hadzov sung bin jo serg,1,neutral
323,aksebdkrak neta congress committe ke meat sabhi member ko nay post mileg congress aag badt javo nan,1,neutral
324,trah ki chawalon se sirf maryam safdar ki calibri hi khush hoskti h,1,neutral
325,bahot bahot badhai nation pm-2 term sir jee nan,1,neutral
326,music life ... ? thank chhote ustad ( salman ali ) post instagram stori today ! ! ! ??,1,neutral
327,amethi bjp ka ek pilla mara bjp k neta aur kutti media esko ais dhika rahi thi jais koi cm & pm mer gaya hol,0,negative
328,allah dont worri ramadan time hamari dua allah qubul karthi hon main dua karti hun appki nan,2,positive
329,rahn veri nice ane kill shotlock hard boss congrat nan,2,positive
330,sharma4 tu sharif ladki ho ke aisa copi past karti hai ye koi bhi femal / ladi ko shobha nahi deta aur,0,negative
331,ricardo pat ó n philip mario é ndez mariochalatetorr el chepe ardin nan,1,neutral
332,org ye dadoo charger ko koi ye batay ke jo banda chay ke sath biscuit nahi deta,1,neutral
333,still far better mms govt u r connect number economi u share,1,neutral
334,gaddar loag bhi ajib hote hain khate hain ghar ki aur help kart hain padoshi ki ye abdulla mehbuba consress ki paidaish hai nan,0,negative
335,maker oho ktna pyara lag rha ?????? nazr nae marna oye ab ????,0,negative
336,didi zyada chota nahi ho gaya aapka ted talk tho serious guy leav fuck alon nan,2,positive
337,exe ntf ek hi toh dil hai asit bhai kitni baar jitog ! ? nan,2,positive
338,amen great job thank beaten good,2,positive
339,youtub view ko vote samjhn wale agar bar nahi jita kabhi nahi jitega bharat,0,negative
340,hi brook store usual substitut line main thing sell,0,negative
341,hi dear indira india sach nice person appreci averi bodi wo,2,positive
342,chahe seat samajh lo ya ink dwara kiy hue ghotal ??,0,negative
343,receiv time power women award categori bureaucraci 28th may dedic award colleagu ar nan,1,neutral
344,phir bhi dmk jaisi anti hindu parti ko vote kart hai nan,0,negative
345,inta goal achiev karl ism hi bharat ki naiya kuchh paar ho jayegi ab gods ka jikr nahi karna sachhai kisi ki mohtaj nahi hoti nan,0,negative
346,insan insan insan1 ???? happi birthday ???? insan1 ?????? sister ji ???????? papa ji aapko nan,1,neutral
347,hooo ggod pleas tell im fan incred nan,1,neutral
348,nice congratul mam desh aapko rakh aag ?? nan,2,positive
349,like egg hate banana nan,2,positive
350,attent godi media 5 sal tak gae gobar hindu muslim 3 talaq etc pe dabat ker ker desh ka kiya bhala kiy,2,positive
351,total understand usual pretti done sona well know,1,neutral
352,kyu congress aur sp ke spokesperson nahi arah hai polit se cricket agay nan,1,neutral
353,shayad shair jink dil acch hote hai unki kismat kharaab hoti hai hume kissi se koi shikaayat nahi shaya,1,neutral
354,love continu inspir peopl alway rememb alway f,2,positive
355,khud sharda chitfund ki ghotal ki pramukh waiti hain duaro ko daket bolti hain khud c,0,negative
356,muslimo ke chatukar tu muslimo ke mude uthata hai delhi dhurav tyagi ko maar diya gya meerut,0,negative
357,underestim power ballpoint pen matter chai walla street time great level htt nan,1,neutral
358,tun chuteya hein ki pagal sala teinu kha c na mein phla apni aukaat ch rha kr teri aukaat boot,0,negative
359,20 saal se ram mandir nahi bana sake aaj west bengal ke pish pade ho dollar 7,0,negative
360,lawyer tutor sagay actual ask refund tuition fee un nan,1,neutral
361,mitali ji ye haramkhor ladna nahi chaha raha tha isko phasa diya gaya ye,0,negative
362,hlo god cricket ji apko sabs ayada kon se bowler ki pitayi kart huy maza aata tha sachinopensagain nan,2,positive
363,ca n't wait happyacadem workshop still time regist eent friday gnurs,2,positive
364,mt pchna yup twistooo rubber like ?? gud health nan,2,positive
365,modi ki jeet jasahn manan allah khud aye threatr unonhn modiji ko badhai bhi p,1,neutral
366,tailor ki maa ki ankh abbu apni suit ka size dy k aya tha kanjr ne mera bhi meri abbu k size ka seeee diyaa,0,negative
367,modi sir light sinc 1020 pm tilak nagar ( west delhi ) nan,1,neutral
368,thank chopra1 hope recov well best wish,2,positive
369,ind,1,neutral
370,dharam pe baha ke alawa ghodi ke paa kuch nahi hai gdp pe gaha karegi salari cut kar di,0,negative
371,india ke sartaj mr narendramodi ji ko hum sabhi bhartiyon ki taraf se bahut bahut badhai b,2,positive
372,bhaiyya bjp jeet gaye sabhi seat par ab kahe ki khunna bses,1,neutral
373,jita hitlet v tha bhai burnol tume chahiy kaam ginat nahi kabhi bjp k cow ka gobar b,0,negative
374,jab tak bjp ke talw chatog tab tak congress kya koi nahin dikhega aapko aur kitna jaleel hoge sab dal,0,negative
375,ahmd ab modi jihadi like u mujh sikhayeg tum log ab bhakt nahi rahe ab tum modi support ji,0,negative
376,arushi shine glow bnane wala kamin,1,neutral
377,thank u come live ?? miss ?? bhai apn duaa k kaha apka lia har namaz duaa krti hn apka nam la ka r aesa nan,1,neutral
378,lover loool yaahn toh woke ka sawaal hi nahi tum matlub romanc enjoy na karn insaan ko nan,1,neutral
379,woke beauti featur thank,2,positive
380,dekoyou good form see got far unfortun time 's nan,0,negative
381,sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi,0,negative
382,chori ki baat kisn ki bjp ne koi congress ki tarah ghotal nahi kiy kal se hi congressi ev,1,neutral
383,canni believ av excit new car n want ?? go fun tell patch ?????? nan,2,positive
384,hamari abhi saadi hi nahi hui hame pta hi nahi hai ager mere sath tumari sadi ho jay,0,negative
385,bhakton ko lagta hain ki main unki side li hain .?? aur uss bhi khatarnak baat ki yeh sab se disagre bhi nahi kar,2,positive
386,long rock n roll und  steal love von mando diao ;  matter ( king leon ) ;,2,positive
387,aap sirfsabko yaad dilaiy ek ek flyover se aapn 25 crore 50 crore 75 crore 125 cro,0,negative
388,mla bjp k hain mayor bjp k hain nahi mp bhi bjp k koi bhi dhayan nahi deta pls look nan,0,negative
389,hum labon se keh na paay un se haal dil kabhi aur wo smjhe nahi ye khamoshi kya cheez hai,1,neutral
390,1 hi tareek de 20 -30 saal baad ki sab khus raheg 1 jana khus rahega ki case chal raha hae 1 jana khus ho,1,neutral
391,absolut correct hon'bl true patriot hinduism dharma ki fighter woman sadhvi madam namo namo jai,2,positive
392,ur love u r lovez one side wala  sunkr dukh hua,1,neutral
393,nahi dharam ke adhar per hi desh ka batwara hua tha muslim ko pakistan bangladesh mila aur hindu si,0,negative
394,jaaz saab ko salo saal ke pend case ko soultion maza nahi aata * inko public pais month case miljay * nan,0,negative
395,kodwa guy gave us thandiw forget nation man intern treasur protect nan,2,positive
396,bhai aap ai tarah rok rok kay nahi khel saktey aap jiesey khelt hoo wiesey hee khelo team aur,2,positive
397,abhi samajh aay thik warna badhao bhaichaara jisk pass chaara tak k pais nahi unk sath,1,neutral
398,bc log murder kark bahar ghoom hain govern waalon free avadheshdubey nan,0,negative
399,welcom new india new pm mannia yasaswi friend wa hamar sabs lokpria bhayi sahab aap ko wa poor deshwasiyon ko j,2,positive
400,raja prithiwi raj chauhan galti nahi karta toh tum paida hi nahi hote,0,negative
401,mere bhaijan ki movi india ke sultan ki movi bharat nan,2,positive
402,views0 mera favourit hn bhartan dhona ghr mei meri duti hy baqi aik bnda handi pakaata hy aur dosra roti,2,positive
403,anti hindu anti nation inka bas chale kanahiya ki tarah ye pakistani hafij ko bhi india ka 1st nagrik b,0,negative
404,modi ji say mera anurodh hai ki manniy jai bhan singh ji pawaiya ko rastriy adyakch ka pad diya jay,2,positive
405,lych ab aat h tmhri baat parkya hatya,0,negative
406,son teri bander bhi agr gand mar kr bhag gaya usko bhi yahi boliyo blega kiya nan,0,negative
407,isko chupak rakho bjp ticket na dede isko nan,1,neutral
408,bilkul sahi nirupam kyunki congress ke paa kuch nahi bacha ab ja ke boleg bhi kya galiya ?,0,negative
409,n bengal 40se jyada bjp worker ki hatya ye hui knha ho mr call patrakar nan,2,positive
410,word explain love respect dear keep go blast enjoy day may get whatev nan,2,positive
411,sattar ya allah logoon se pakistan ki louti hui dolat ka bhi hisaab le ameen nan,2,positive
412,kamal sir app bari admi hay ignor made person comment pleas focus cmship resolv th nan,2,positive
413,patrag nafrat bahot ho chuki abh 4 saal tho araam karo sambit dont worri 5 year one get u st,1,neutral
414, na told u girl  ???? nigga lie smh ??????? nan,1,neutral
415,drop name ask question .?? 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 good habit nan,2,positive
416,certif pe 167m kyu dikha rha nan,1,neutral
417,bjp bahut sari shubh kananeaapko seco,2,positive
418,happi birthday ?????? khush rho allah pak tmko kamyab krain stay bless 1 ur 50 's birthday ????,2,positive
419,weekend tho tab tha jab 5 din school gond ghisn ke baad milta tha noth reach satisfact nan,2,positive
420,itni problem hai de kyu nhi deta jiya ko talakh well know jiya ka behaviour kisa hai ti kisn bola iss,0,negative
421,tiran se tel loge mna sarkar abhi desh hi nahi pura banta aur sambhal rahaba 03-apr tv hous walon ki salari,0,negative
422,pakiatan kitna h,1,neutral
423,nwaz chor b chori kr k aaya tha2013 main 4 halqi kiun nai kholi agar sacha tha ?????????? nan,0,negative
424,dur se dekha ganj uchhal rhe xiami 7 pro se dekha ubbal rhe ; ) nan,1,neutral
425,shono ?????? exact tum jeeto yhh haro hmma tum sa pyar h pakistani team bss india k mada mukabil aoo nan,2,positive
426,ji pranam sir ayush homoeopathi doctor ki jagah govt bsc gnm nurs ko communiti health offic nan,1,neutral
427,modi bjp india pray rahul gandi never leav post - bjp e,0,negative
428,rubika ji aap bhout badiya aur sach boln wale ho aap ek mahan anchor ho aapk sath har,2,positive
429,ewe tant leni memek nya becek seru sape basah kasur nya haa ?????? love tant leni ???????? tar kita ber cinta lgh tant leni nan,2,positive
430,wish veri happi bless ramadan ramjaan month almost power celebr tabu g bollywood,2,positive
431,¿ est á tu hijo tuiteando sobr la liga de las leyenda btw = buen teleport wukong lol = lucha otra linea lmao = los mago anda nan,1,neutral
432,* sex * kisiko batana mat koi mujhpar yakeen karega bhi nahi ?? sedlif meme memesdaili nan,1,neutral
433,ye parchi ki hi nahosat se sara match khrab hua hai sala shuro main hi team pe presher dal k chla jata hai nan,0,negative
434,bjp ki 303 seat aan mai apka bhi yogdan hai sudhir ji thank nan,2,positive
435,s much sticki high humid unbear bohat purana wala lawn suit zindabaad nan,2,positive
436,duniya ka masoom tareen banda allah jhoot na bulway masoom dekho ?????????? nan,1,neutral
437,iska fayda bhi sirf woh log uthayeng jinko dusro ki problem se koi matlab nahi hain thoda public ko swabhimaan se,1,neutral
438,madarchod randi ka sulad suwar teri maa behan beti ko chode tumlg sudhrog,0,negative
439,ma'am n't spread fake news musalmaan dara hua hain nan,2,positive
440,garmi bhoolnay hi nahi day rahi kay wo hai wo jo irrit uninvit mehman houta hai na jo kitchen tak puhanch jaata hai nan,0,negative
441,aagaya apni jaat pe suar teri bahan ko mera pasand hai teri bv ko tere abba ka teri ko te,0,negative
442,meh ab iss larki sey interact nhi krunga jab tak yeh mujh sey pehlay interact na krley ) nan,0,negative
443,rahul sir congress parti ki vichardhara bharat ki janta ke beach nahi bahut pa rahi hai logo ke bich v,1,neutral
444,mp ?? jai modiji jai rss ????????????????,2,positive
445,sir apko aur bjp ko meri taraf se jeet ki bahut bahut subhkamnay app desh aur uchaiyo par le jay p,2,positive
446,dkh k b bolna nhe ata dar dar k prh rahe apr pakistan gala phar phar k bolti nan,1,neutral
447,aj k match k bad sb keh ry k 92 b asa e huwa tha dosto phr ye na ho k india bazi ly jay kio k 83 wala cup b idr e huwa tha nan,1,neutral
448,aneeta sir apk kaal bhi hm berojgaar beth hai well qualifi hone k wabjud pareekha pas hone k wabjud k nan,0,negative
449,aur tu pr bhi attent lele ???? bc itna effort apn jhaant se career ko improv krne lg,2,positive
450,jada muslimo ke masiha bann ki kosi mat karo nase ki halat log kuch bhi kar sakt hai tumh bhi,0,negative
451,jaahil think everi voter vote bjp gods bhakt netih mindsick like u nan,0,negative
452,n't understand mean surakshit nahi hain ' ? ? get electricit,1,neutral
453,vaha ka hindu marta pehl hai dr maruitui ka hi du bharat ke hindu jaisa nhe kehta kuch nan,0,negative
454,wish allah 's khair noor may allah grant good end duniha nan,2,positive
455,manifesto lo unadi chestunadu ?? inka problem anti,1,neutral
456,nahi radha ji kaon kahta h ki bhagat singh chandrashekhar aajad jais deshbhakt dharati pe janm nhi,2,positive
457,hahahaha allah aisey maulana sahab se kaum ki hifazat farmaye ye mudd uthan nahi,2,positive
458,mani mani congratul ???? ab apk 2209 follow ho gye hai ese khub tarraki kro khush rho ???????? ram ram sa boy _ nan,2,positive
459,kuya khel kaninang 1111 nag wish ako na sana magkita tayoooo ! ?? pa meet greet kanaman dyan oh para makapag p,2,positive
460,vyapari hai usdin modi ji k photo aur dialog k cd bechega ! ! ! nan,1,neutral
461,farmer omg 's beauti ?? dramat nan,2,positive
462,abey randi teri gardan ko kya hua ? ? ? muft ka maal milna band ho gaya toh toh,0,negative
463,kab sudhrog bjp ke paltu anchor chitput ghatna bta rhe ho itni fatti hai nan,0,negative
464,ppp ek zardari sub pe bhari ? shairon ka shikari zardari ? ag bari phir zardari ? nan,1,neutral
465,yhi ki mujh tere pe trust nahi tu harr baari meko last circl marwa deta hai ?? nan,2,positive
466,ye zaleel mulk ke prime minist ko galiya deta tha offic ko damkiya deta tha ye ghaddar q nhi nan,1,neutral
467,ayaaaaay ka mag shat daw 1st day school ???????? nan,2,positive
468,talash pakistan kay har ghar ki kahani thank muftay well research preview featurefilm zeekayfilm come nan,0,negative
469,happi new month belov yahweh merci still settl case thank mrs seun ogunfil way fro,2,positive
470,fav film come soon ardaaskaraan paji ?? paji teaser,1,neutral
471,sad allah separ someon love alway rememb good allah beauti nan,2,positive
472,?????? kon ya bi ak song lover hy ?? nan,2,positive
473,happi birthday hasin vasiyo k rhne vale ????????????????? ?? piti ji alway blesssss u ???? ?? piti nan,2,positive
474,yes u got right remov infiltr except believ human human hater,0,negative
475,sir bhaeya ji ka bahut hi sarahniya fesla jab hamari baat sunney,1,neutral
476,oath hote hi plaibl media apna agenda lekar chalu bantawar ki rajneeti rajneta kam aur media vale jyada kart hai nan,0,negative
477,yeh toh kuch bhi nahi hai 05-jun ke baad world cup bhi postpon ho jayegaa bhai ka stardom ??,1,neutral
