,ROWID,TWEETS
407,408,"Aap jaisa PM har desh ko milna chahiye,jo apne desh ke future ke liye itni kadi mehnat karke aisi scheme launch kar rhe hai.AAPKO PRAMAAM HAI MERA PM JI."
408,409,Sbi congresio se request h wo skill india mai addmission lekar kuch kaam seekh le.. khali baithe dimag khurapat krta h.. ghotale ko apni skill na samze.
409,410,Skil india to tab hoga jab india rahega modi g. Kanhi seej fayar kahi isi. Naksal waad. Jai hind.
410,411,Bhai jo apno se dur ho toh unka toh yahi ek zariya hai touch me rehne ka
411,412,Then indeed with hardship comes ease. Indeed with hardship comes ease! ~Quran 94:5-6
412,413,kya baat h..manwa khush krr diye..
413,414,"Kash khuda unhe vo samaj do jo mazhab ka galat istmal karke ek ki jagah char char bibio se shadi karke, aurat ki majburi ka faida uthate hai"
414,415,Uncle! Uncle! har chiz mein religion..religion..kaiko? :-) Quran ho..ya bible.. aap ache hona pata chalta hai..bas.. ushme bhi..ye sab ghuser diya kaiko? :-D
415,416,Ya allaha sab ko sahe rasta dikha
416,417,paye kuppi puthe vichil
417,418,sarkar ko dub marna chahiye ki iss umar mein unhe kaam karna padta hai
418,419,Respect to this Madam. No offence but Gujarat ko to kisi Mahapurush ne aisa change kr diya tha ki koi bhi insan slum me ni rehta.
419,420,Jai jai garvi GUJARAT
420,421,jai bajrang bali..
421,422,aaj to bhakt bhaut khush hongey .
422,423,Ye batao 60 Saal main congress ne kya kiya ;)
423,424,Desh chodo pahaley yeh media ko change Karo .. !! ?
424,425,Bhai yeh sab har police station pe hona chahiya facebbok pe nahi..
425,426,Wo sab toh theek hai .. But yeh green apple mojito k saath Ras malayi kisne mangayi ??
426,427,"Doosro ka maar ke bana thaa, doosro ka maarne ke chakkar me phasa.."
427,428,The Logical Indian Kuch bhi likhte ho .. ek bar soch bhi liya kro likhne se pehle
428,429,"Samsung galaxy Grand max 1400 Ka tha sale ke din 1800 Ka ho gaya , idr hum pagal nai behte hai sunlo company walon"
429,430,Damn thm invisible ninjas cuttin onions..
430,431,i love u salman vai.i like i so much.khuda hamesha apki saath rahegi vai..
431,432,Sale salman khan abki dekhna hai ki teri pic kaise hit hogi bina muslim ke sale tum log muslim per daag ho
432,433,Kaheytey ho ki muslim fans pic nahi dekhey to bhi hit hogi
433,434,Salman bhai 1 mulaqat zaroori Hai apse milnii kii lv u bro..
434,435,salman itni problem mei bhi desh ki duty ker rhe hai so why not..
435,436,Salman Khan bhai ap ko likes or comments km milte hain shah rukh khan ki nisbat
436,437,hamara bhi kartavya hai clean bharat karana
437,438,jai ho bharat ki
438,439,salman khan app next film ki shooting agra city se karna plz sir
439,440,apun aap ka bahut bada se bada fen h
440,441,i love salman sir..dost na koi manjil he na koi sathi he fir bhi nikal pada udhar se sayad jis ki talash he wahi sathi he wahi manjil he..o o jane jana dhunde tujhe diwana..salman sir i love you
441,442,abe majid se chapal chori nahi hoti jise jarurt hoti he wo lekar jata he
442,443,ram ram bhai salman
443,444,Salman bhai aapke nagpur bb k promotion aane ka intezar hai
444,445,humara desh swach rahe ga tabhi humara india sab se uper hoga
445,446,meko itna gussa araha hai vomit kardugi iske muh mai tabi sudarega kutt#
446,447,bye sleeping bol de tere tak rahe muj toh bakwas lagta hai naam toh sunna hai bhut bar
447,448,usse bol de keep distance wid me nonsense admi jo sirf apna kam banta rakhe
448,449,hath mai hath rakhe baithe milo gye
449,450,ja rahi hu ek bottle pani pine ab pandey ji khabardar jo issko kabi mere samne laye bhi
450,451,tum kab jwab doge mujhe
451,452,meri jaan jo b km krti he vo nice hi hota he
452,453,tum milna chahte hi nahi kya mujhse
453,454,"Jaanma main bol rahi hu ki,tum mere twits dekho :/"
454,455,maine kya galti ki hai mujhe kis bat ki sja de rahe ho tum
455,456,kam hai khatm kar leti hun bad me bat karungi
456,457,Bollywood bhi swachch kara do wo to abhi bhi nanga hi hai..
457,458,mai life me kya karna chahti hun tumse sadi karne ke alawa
458,459,Han businesses women banna chahti hun tumhare chakkar me sab bhul gai hun ek tum ho jise shirf mai hi yad nahi hun
459,460,Salman ji hey
460,461,salman bhai jan
461,462,tum q kar rahe ho aisa phone tak nahi karte kya hai ye
462,463,Kya yar hum Milne aaye or aap to mile hi nhi
463,464,Suna he ki ap actors log aam janta ko reply nahi karte aisa nahi karna chahiye
464,465,Salman khan Aapko Aap ka feyn .taranam q stail ma dakhna chahta hai .
465,466,salman sir aap kaise ho plz reply b de diya karo
466,467,super bajrangibhai jaan super hit movie
467,468,"Punjab mein Babbu maan aur bombay mein salman jaisa koi nhi hai .. In dono jaisa koi aur nhi,paida ho sakta .. Salman bhai ek song Babbu maan ka to banta hai apki next movie mein"
468,469,Salman bhai agar aap ne apni movie mein Babbu maan ka song le liya to kam se kam 20 laakh fan ek din mein jyada ho jayenge
469,470,Bohat khub Salman bhai
470,471,Bhai ak bar haryana me aajao aapko bhut achi khani duga
471,472,i sapourt u saloo bhai i hole u r bajrangi bhaijan it's going
472,473,i love ur film joi ho bhai hope ur flim bajrangi bhaijan
473,474,haha.. im selected.. <3 mzaa aa gya.. umahh bhai luvv uhh
474,475,maine bol tum so jao mai subh mangalugi
475,476,ache se samjha ke chali gyi aur mai so gayi
476,477,thanx salman bhai..love u forever
477,478,India no1 star salman bhai
478,479,Bhai jan jindabad
479,480,hi my cute bandar kha ho kya ho rha hai thik ho miss u sona miss u so much
480,481,plz cal sallu bhai +880171944771 bangladesh fan plz cal met u sallu bhai
481,482,hii mai ok huii :)
482,483,Abe tu kutta hai be..teri movie flop hogi..dkhna tere kitne fan kam ho gaye..
483,484,hmm taliyao ki awaz abi se meko sunayii se rahi hai hall mai sab sirf ek hi baat bolte hai wah bhai wahi mai sharmake chupke se hasti hu aur love u dilse
484,485,teri picture dekhne jao nah maja a aajaatah hai such ii
485,486,mai suchii bolii sab hall mai bhai bhai wah bhaii hi bolte hai haste hai josh mai aate hai bhut maja aata hai
486,487,Ek zaroori baat he k koi bhi musalmaan bhai salman khan ki (BAJRANGI BHAIJAAN) movie dekhne k liye naa jaae. Us harami ne musalmano ko challenge kiya hai k wo ..
487,488,Abe tu ye sab kisse bat kar rhi hai yar
488,489,Sona last time tu jab ayi thi tab kitna kuch kiya bas ab 1 chij bach gya hai tu aa ja jaldi plzz
489,490,bhai koi photo jo aap ke dil ke karib ho
490,491,Allah se dua hai ke teri film supper supper supper flap ho malon
491,492,Main Hindu hu Bhai bajrang Bali bhi Hindu god hai gau mata ki Bali dete ho sir aur bajrangi banate ho
492,493,Aap to supar hit ho aor aapki film supar hit hai
493,494,meraa paarsal miila
494,495,Sacha bharat INDIA
495,496,hloo shalu bhai kya hal h
496,497,dil kahta h
497,498,muje pta he aap reply nhi kroge phir bhi apki film achi rhe and mey docter bnna chatha hu dua kro
498,499,:'( :'( :'( :'( :'( tum gande pati ho bhot gande I hate u I really hate u
499,500,meri koi ijjat thodi hai
500,501,Soch or bichar bhai ki tarah rahna chahiye
501,502,kya baat hain
502,503,Aap jaisa kimti mind sabke pas hona chiye isse bimari nai banti hai
503,504,nich bhai g
504,505,Meri akhri khosies h Ek br tujse sirf milna chate bs
505,506,i love you salman sir..aap ki movie dekh raha hu abhi judawa ..
506,507,Mera toilet bhi saf ker jana Salman Khan
507,508,Really loovv u salman
508,509,Asli swachhta safai krne se hoti hai sir photo khinchwane se nhi
509,510,SirAapne Jo musalmaano ke khilaaf statement diye wo galat he
510,511,kiya kismat hai
511,512,Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha
512,513,Hum ko b tho chance dedo yaar salman
513,514,salei suwar ka pilla .. mar jaa aishwarya ke moot mei doob ke ..cheeh Modi Aur Rss ka Nya Kutta
514,515,Sir mat bolo sale ko harami hai wo muslman ke name par dhabba hai sala saitan
515,516,Lv u bhai I cnt wait fst dy fst shw bhaii
516,517,kya karne wale ho kuch soche bhi ya koi phark nahi padta
517,518,Bhaiya me bhi kuch karna chata hu pliZz 1 chans me Bhai
518,519,Grt super star sallu bhai
519,520,GREAT SALMAN BAI
520,521,looking soo handsm??
521,522,harami sala salman..
522,523,Mera ko bhi ek chance de do bajrangi bhaijaan
523,524,teri movie flop ho jaye..
524,525,Sale tum hrami ho moslim nahi tum saytan ho
525,526,I love u salman khan ek bar apsa milna cahti hu ya mara sapna ha bas ek bar love u love u love u love u love u so mach salman khan
526,527,Kamal karte ho yr bhai
527,528,Wow kya baat h itne comment maza aagya re baba re from khushi hasan nd my real name ruby hasan
528,529,Kya ye abhiyan abhi bhi jaari h
529,530,Thik h bahi jaan ham ko bhul gye naa
530,531,Hum bhi h raho me kl mene haji ali dargha pe salman bhaijan ko baijat bari hone ki duwa mangi
531,532,hello sir aap online ataa ho pata b nai chalta kab ataa ho aur chale jaate ho :(
532,533,arey yo toh apna hi balak se
533,534,sem 2 u
534,535,Me Delhi se hu aapke security gourd se kaha na usne milne diya or n aaptak msg pahuchaya plz meet me
535,536,"Bhar do jholi meri y Muhammad mujhko Salman sir. S milado, jb tak aap bana d n bigri dr s n jao khli"
536,537,salman ke haters ko koi comment hi mat karo..tottaly ignored..great salman
537,538,Bhar do jholi meri ya Muhammad mujhko salman sir. Se milado
538,539,jabtak public nahi sudrega tabtak kuch nahi ho sakta.
539,540,Salman sir. Me apse milna chahta hu plz mujhe apointment dijiye me realy aapse milna chahta hu plz
540,541,pls mane call karo pla pls
541,542,Salman sir. Mera aims pura kardo me aapse milna chahta hu mujh se mil lijiye
542,543,pls mane call karo
543,544,Sir aap mere lye mere roll model h ..mai aapse hi inspire hokar aaj delhi police mai hu and logo ki help karta hu..kbhi aapse mila to vo mere lye bhagwan se milne k brabar hoga..
544,545,mera bharat mahaan padhega India tabhi to aage badhega India
545,546,8527106761 plz Salman sir. Mujhe aapse milne ka moka den
546,547,Bhar do jholi meri ya Muhammad mujhko Salman bhai se milado
547,548,Please Salman sir. Is garib ke lye bhi time nikalen aapse milne ka apointment den
548,549,"Bhar do jholi meri ya Muhammad mujhe Salman bhai se milado,"
549,550,Salman sir. Aapki life ke 2 mint meri life anek mint me khushya la sakte he plz sir. Mil lijiye
550,551,Salmaan sir bole or kaam na ho..sawal hi nhi ho skta..god sir Aap to sir..my god
551,552,Ek rply to kar do salman g .. ab to dekho sab ko pta chal gya.. lakin aap ko kab pta chalega
552,553,Aap to yaar supr hiro ho
553,554,I Iike and love u salman khan aur ha kya such me aap hamare comment padhte ho aap tv par bol rahe the mai sare comment padhta hu ya u hi fake rahe the bhai ??
554,555,Apne aqirat ki fiqar karo wanha kon bachega sirf allha tobakarle nada
555,556,apka fan ho bangladesh me plz cal sallu bhai met u +880171944771 cal bhai
556,557,Flop jaaigi movie teri..aehsan framosh..
557,558,"Mami papaa , aur bacha party aur Sab kaise hai"
558,559,Kya socha hai shaadi k bare mai
559,560,Mai jaanti agar tumne use shaadi Ki to WO mujhe tum he kabhi baat tak karne nhi degi mujhe pata hai aaj usko Meri zarurart hai to WO mujhe itna importants deri
560,561,Aur WO achi ladki hai
561,562,koi aur pasand aagai ye ek jagah tik nahi sakte tum
562,563,Bhaijan main aapka baut bada fan ho i love u bhaijan jabtak bhaijan he taptak main ho
563,564,Salman g meri asiqi sirf tumse hai
564,565,Kya kah diya sallu bhaijaan
565,566,Asslamu alyekum bhai ek bar jwab jarur do bhai
566,567,Salman bhai sirf sohrat kamane se kuch hoga. thoda bahut khuda ko bhi yaad kiya karo.mahe ramjaan bada hi pak aur touba karne vala mahina.plz ibadat bhaijaan
567,568,Salmaan bhai maine hay kaha tumne javab nhi diya
568,569,sarukh or amir khan bhi apke samne fel; he
569,570,Mortath kafir hy tu salman kanjr
570,571,Kafir hy tu salman knjr marwasy k btty
571,572,salman sir aap london kab aao gaye plz aik baar ajoa i want to meet u once in life u are cororo mein aik sir
572,573,Salman ek baar jawab to do yaar
573,574,salman aap to hmare jaise ho eek baar kuch bolo
574,575,salman khan ji you looking owsm i love you salman me bta nhi skti ki me apki kitni bri fan hu ..
575,576,salman khan nice
576,577,Abhi saheri Ka waqt bhi khatam nhi hua aur azaan hona bhi baaki hai
577,578,Kya karu samaj nhi aara bhot neend aari hai par namaaz is very important s
578,579,Namaaz padk dua karte ho k nhi
579,580,K bas subha subha uthe aur kasrat karna chaalu
580,581,Raat mai late soie thi uYe Abba haina raat late aaey
581,582,Mare favroute sallu vi..
582,583,assalamualikum jumma mubarak
583,584,Salman khan sir tayyar ha aaj ke party ke liye
584,585,jiske pas ilm he wo sabse amir he
585,586,Anjana Dhamodharan hi suweet hart buhat achi lag rahi h0
586,587,h0w are y0u my freind kese h0.
