,Unnamed: 0,ROWID,TWEETS,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
223,223,224,"Oh great ,, .. Seeing you every day, you get new energy. You make Jijo Hazoro Sal Sir Ji and India Biswa Bijai ..","oh great ,, .. seeing you every day, you get new energy. you make rico razor sal sir i and india iowa bias ..",1,positive
224,224,225,Tussi Bast Pan Ho Modi ji Saidi'i Punjabi,tussi bast panho modi ji said&#39;i punjabi,0,neutral
225,225,226,"Sir, are you kind in your national employment scheme in the news paper for sons job ??","sir, are you kind in your national employment scheme in the news paper for sons job ??",2,positive
226,226,227,"I have mailed to you, I want an answer from you","i have failed to you, i want an answer from you",-0.5,negative
227,227,228,I spoke in Modi's mock,i spoke in mode's mock,-2,negative
228,228,229,Mother India,mother india,0,neutral
229,229,230,Share it please,share it please,1,positive
230,230,231,BJP victory I,by victory i,0,neutral
231,231,232,"You also turned out to be a liar, your promise was your promise.","you also turned out to be a liar, your promise was your promise.",-0.3333333333,negative
232,232,233,Apna Pand Modi,"yours sincerely,",2,positive
233,233,234,"I have sent a picture from the capital of Himachal of Panch Saab Swachch Bharat Mission, yesterday. Must see him","i have sent a picture from the capital of himachal of patch scab swachch hart mission, yesterday. must see him",0,neutral
234,234,235,"Dear Narendra Modi, you are good night","dear narendra mode, you are good night",2.5,positive
235,235,236,"Pt. Uncle this time, the new Bihar will form the BJP government of Bihar","it. uncle this time, the new bear will form the by government of bear",0,neutral
236,236,237,Devlope only happens in the villages and not in the villages.,develop only happens in the villages and not in the villages.,0,neutral
237,237,238,"I liked Atal ji very much. His ideal was great. After that, Sir Siri Salute Yu","i liked fatal i very much. his ideal was great. after that, sir sir salute you",2.5,positive
238,238,239,"Have you ever lived at home, Mr. Modi?","have you ever lived at home, mr. mode?",0,neutral
239,239,240,Hail pun modi ji,hell pun modi zi,-4,negative
240,240,241,"Because I know about you, so you also know all about me","because i know about you, so you also know all about me",0,neutral
241,241,242,Very beautiful. Best wishes,very beautiful. best wishes,2.333333333,positive
242,242,243,Modiji ... We voted for you but now I feel that I was suffering,modify ... we voted for you but now i feel that i was suffering,-2,negative
243,243,244,Hi hail,he hell,-4,negative
244,244,245,"Good morning to all of us, Shri Narendra Bhai Modi ji Jai Shri Krishthanakas to both of us, Sangita Patil Malvijay Kumar Vicky Mavan Sonijay Shri Krishna","goode morning to all of us, shri narendra bhai modi jee jai shri krishthanakas to both of us, sangit patil malvijay kumur vvc",0,neutral
245,245,246,Modi ji is such a Shashank who is making India of Vaikya as Hindustan and now India is progressing,mode i is such a shashank who is making india of vaska as hindustan and now india is progressing,0,neutral
246,246,247,Namo to Modi sir. We are proud that our mother has given birth to Birpurus.,name to mode sir. we are proud that our mother has given birth to birpurus.,2,positive
247,247,248,None of your business plans have been used properly.,none of your business plans have been used properly.,0,neutral
248,248,249,I want to meet you but i can't meet,i want to meet you but i can't meet,1,positive
249,249,250,"Modi ji, how are you .. Your attention is being taken abroad, no sir .. Sir, please go quickly and then talk about Mann's Waiting For Sir Sir .. Tech Care Sir","mode i, how are you .. your attention is being taken abroad, no sir .. sir, please go quickly and then talk about mann's waiting for sir sir .. teach care sir",0.6666666667,positive
250,250,251,Narendra Modi ji plans the case that is pending in the court to get justice soon,narendra mode i plans the case that is pending in the court to get justice soon,2,positive
251,251,252,"Election jantak chunne k hota h ya neta juth bolte h bade2 wade karte h, lakin wahi'ENGRAGI SASAN'Ise badlega kon jise humne chunna h lakin wo badlega to wo satta sukh, bade2 ghotale, janta ka pesa janta k leya kyo pryo raha,",what is the best way to get rid of clutter you don&#39;t need to do?,3,positive
252,252,253,Brother Ghumta rahiyo kaam koi na kario,"brother, keep moving, don&#39;t do any work",0,neutral
253,253,254,Nothing else can happen but the man will roam the world on government money.,nothing else can happen but the man will roam the world on government money.,0,neutral
254,254,255,"Jb chunane ka aadhikr janta ko h to, jb unhe lage ke galat aadmi chuna gaya h to, 5yr kyo sahe uske tanasahi, reject kre usa, isse neta janta k pirti jyda jimmadare honge.","if he has the right to choose, if he thinks that the wrong man has been chosen, then he will be responsible for the rest of the world, even if he is not with him.",0,neutral
255,255,256,Sunil ji is the lion of the universe,until i is the lion of the universe,0,neutral
256,256,257,"If India’s solution goes like this, then there will be no educated person in India.","if india’s solution goes like this, then there will be no educated person in india.",0.6666666667,positive
257,257,258,"Please Modi, please explain to your country that Buddha's birth is in Nepal and not in India.","please mode, please explain to your country that buddha's birth is in near and not in india.",1,positive
258,258,259,modi sir..you come bihar.because necessary to bjp government in bihar..har har modi ghar ghar modi..,mode sir..you come bear.because necessary to by government in bear..had had mode gear gear mode..,0,neutral
259,259,260,Just keep wandering and turn India into hell,just keep wandering and turn india into hell,-4,negative
260,260,261,Modi did not do anything .. he does not know .. but he will surely roam around the world in 5 years,mode did not do anything .. he does not know .. but he will surely roam around the world in 5 years,0,neutral
261,261,262,Background music please..fool mangu na bahar mangu main to sanam tera pyar maangu?,b cground musi c placeacofole mangu na bahr mangu mang to sanamer pur mangu?,0,neutral
262,262,263,"Modi ji, you are called Dash","mode i, you are called dash",0,neutral
263,263,264,Modi will remain active as long as the sun is moon .. Jai Hind,mode will remain active as long as the sun is moon .. jaw hind,1,positive
264,264,265,Har har modi ghar ghar modi all world modi ji good work sir,every modi modi ghar modi allworld modi ji goodworks sir,0,neutral
265,265,266,This beautiful picture,this beautiful picture,3,positive
266,266,267,"Modi ji, thousands of cows are being cut every day, do unsupervised, which bites the golden cows, hang them or cut them off at the crossroads for two years.","mode i, thousands of cows are being cut every day, do supervised, which bites the golden cows, hang them or cut them off at the crossroads for two years.",-1,negative
267,267,268,Looking very carefully,looking very carefully,2,positive
268,268,269,"The amount of money these leaders would spend in traveling abroad, if they distribute it among the poor, then how many will be fed.","the amount of money these leaders would spend in traveling abroad, if they distribute it among the poor, then how many will be fed.",-2,negative
269,269,270,Sir don't stop killing,sir don't stop killing,-2,negative
270,270,271,"waqt sahi, nirnay sahi, sachi mein sahi waqt par sahi nirnay lenevala hamare saath hai tho, hamare bharath ko our bharat vaasiyon ko our kya chahiye sir ji. hum sab aapke saath hai sir ji.","the right decision, the right decision, the right decision at the right time is with us, our brothers and sisters need more. humsab is with you sirji.",0,neutral
271,271,272,Why is there no one in the circle in the fight? Modi is the best Pt.,why is there no one in the circle in the fight? mode is the best it.,0.3333333333,positive
272,272,273,Bring Bapu innocent out early,bring back innocent out early,0,neutral
273,273,274,"BJP will not even win 7 seats again, Jai Rajasthan","by will not even win 7 seats again, jaw rajasthan",4,positive
274,274,275,Foreign minister is also with Pandit: Modi,foreign minister is also with bandit: mode,0,neutral
275,275,276,Shreeji read the Jantar Mantra! You are invited!,shreeji read the january intra! you are invited!,0,neutral
276,276,277,The best Modi g,the best mode g,3,positive
277,277,278,Modi ji apne kaha tha ki assam se sab bangladesi jald hi jayenge. Par apne to unko dawat pe bulawa diya. Jo naukile kata tar se assam ata he uske liye to apne volvo bus bhej diye. Apse hamko ye ummid nehi thi.,modi himself said that all bengalis from assam would soon leave. but he gave her a bouquet. the boatman sent his volvo bus for him. this was not our expectation.,-1,negative
278,278,279,India will be at the forefront of your policy in the coming years .. And your foreign policy is very good ..,india will be at the forefront of your policy in the coming years .. and your foreign policy is very good ..,3,positive
279,279,280,Enjoy Karlo with our money .. World Tour World. ..,enjoy karl with our money .. world tour world. ..,2,positive
