,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
437,jai ho bharat ki,0,neutral
438,salman khan appnext films show showing leads,0,neutral
439,"yours sincerely,",0.4767,positive
440,"i have low salman, no man&#39;s house, no place for ever, as soon as it is in the same place as it is, which is the same, he is a man.",-0.6705,negative
441,abe is not a fictitious person who needs it but he is alive.,0.5267,positive
442,good luck,0.7096,positive
443,salman bhai is waiting for your promotions,0,neutral
444,if hummer country is clean then hummer india will be above all,0.4019,positive
445,meko is so angry.,-0.6418,negative
446,by sleeping bing de tere takhe mujh toh baqwas lagta hai naam toh sunn hai bhutbar,0,neutral
447,usse bol de kaptin c a vidas nonsense admi only who keep your command,-0.4019,negative
448,met bathe in hand,0.4939,positive
449,"i&#39;m not sure if this is a good idea, but i&#39;m sure it&#39;s a good idea.",0.8057,positive
450,you will give me strength,0.4939,positive
451,my life is a work of art,0,neutral
452,i don&#39;t want to meet you,0.0772,positive
453,"dear man, i am speaking to you, look at my thoughts: /",0.3818,positive
454,why have i mistaken you,-0.3612,negative
455,at least they will finish it,0,neutral
456,"swallow with bollyvodod, he is a beautiful girl.",0.5994,positive
457,"what do i want to do in the envelope, other than what you want to do?",0.1531,positive
458,you want to be a business woman.,0.0772,positive
459,salman ji hai,0,neutral
460,salmon bhai jan,0,neutral
461,why are you not asking me why,0,neutral
462,why do we come together and not meet you?,0,neutral
463,"listen, you shouldn&#39;t do this without replying to your friends.",0.4767,positive
464,salman khan wants to see you.,0,neutral
465,"please tell, whats the story of them big puppys .....",0.3182,positive
466,super bajrangibhai jan super hit moviye,0.8316,positive
467,there is no one like punjab mein babbu mann and bombay mein salman. no one else can be born like these two. salmon bhai eksong babbu mank to bant hai apki neksht movi mein,-0.4606,negative
468,"salman, if you take your movie maine babbu mank song, you will have at least 2 million fans in a day.",0,neutral
469,very well done,0.3384,positive
470,"even today, in akbaryan, your ghost is mine",-0.3182,negative
471,"it&#39;s not that i don&#39;t like it, it&#39;s that i don&#39;t like it.",0.6124,positive
472,"i love this movie, i love it, i love it, i love it, i love it",0.9719,positive
473,huh. implexed &lt;3 mzaa aa gya .. umahh bhai luvv uhh,0,neutral
474,i speak bolum so i live in good faith,0.6908,positive
475,i remembered well and went to sleep,0.2732,positive
476,than salmon that..love u forever,0,neutral
477,india not star salmon that,0,neutral
478,bhai jan zindabad,0,neutral
479,"i am my friend, why are you there",0.4939,positive
480,plz c al sallu bhai +880171944771 bangladesh fun plz c almet u sallu bhai,0.5994,positive
481,hi i :),0.4588,positive
482,abe tu kutt hai betheri mowiye flop hoghidkhn tere how many fans have fallen.,-0.5994,negative
483,"i am happy that i have been listening to me since now, i only speak, i am there, i am in shame and i love you",0.7003,positive
484,who knows what you want to see,0.0772,positive
485,"i have a thoughtful speech, i am a brother.",0.3818,positive
486,"after all, no muslim should go to see a salman khan (bajrangi bhaijan) movie. what has he done to the muslims?",-0.296,negative
487,"this story is a story for you, or",0,neutral
488,son lastime tu jab aayi thi tabkitan kuchkiya bas ab 1 chiz baghgya hai tu aaj jaldi plzz,0,neutral
489,any photo that is close to your heart,0.6369,positive
490,allah se dua hai teri film super super super super flap ho malon,0.9485,positive
491,"i am a hindu, bajrang bali is also a hindu god, don&#39;t sacrifice cows, you become sir and bajrangi.",0.2732,positive
492,you have a super interest and your film has a super interest,0.93,positive
493,my parcel mile,0,neutral
494,true bharat india,0.4215,positive
495,how are you?,0,neutral
496,where are you,0,neutral
497,"i don&#39;t want to miss your film, but i still have my film.",-0.0387,negative
498,: &#39;(:&#39; (: &#39;(:&#39; (: &#39;,0.7506,positive
499,i have no respect,-0.3724,negative
500,think like a brother,0.3612,positive
501,what is the matter,0.0258,positive
502,this is the only way to make a living,0,neutral
503,low down,-0.2732,negative
504,"i just want to get acquainted (gain, obtain) with present and future tenses",0.4215,positive
505,i love watching this movie.,0.6369,positive
506,mere toilet bhi saif ker jan salman khan,0,neutral
507,really look u salmon,0,neutral
508,"the only thing that happens to me is to clean the house, not just to photograph it",0.4019,positive
509,sirappne who gave the stipend against musselmano is mistaken,-0.3612,negative
510,how are you,0,neutral
511,you just have to be more discriminating with the help you render toward other people.,0.4019,positive
512,hum ko bha chhanka de deo ya salman,0,neutral
513,salei suvar ki pill॥ marche aishwarya&#39;s moeot mei doob&#39;s aceh modi and brush&#39;s new dog,0,neutral
514,"just say hello to salle, he is a staple in the muslim world, sal saiten",0,neutral
515,ll u that i cut wait st dy st she hair,-0.2732,negative
516,why should anyone think that no matter what happened?,-0.0191,negative
517,"i want to crush you too, please",0.25,positive
518,grt super level sallu bhai,0.5994,positive
519,great salmon bad,0.1531,positive
520,looking soo hands ??,0,neutral
521,harmi sal salman 4,0,neutral
522,mer ko vi acchanc a de do bajrangi bhaijan,0,neutral
523,teri mowiye flop ho jaye,-0.34,negative
524,salle tum hromi ho moslem nahi tum saayyant ho,0,neutral
525,i love you i love you i love you i love you i love you i love you i love you i love you i love you i love you i love you i love you i love you i love you i love you i love you,0.9972,positive
526,kamal is the doer,0,neutral
527,vovkya baat h itne c omentment maz agya re bab re from khushi hasnand myralname ruby hasan,0,neutral
528,are these campaigns still ongoing?,0,neutral
529,don&#39;t forget to know,-0.2263,negative
530,hum bhi raho me klmene haji ali dargh pe salman bhajan ko bajat bari hone ki duv mangi,0,neutral
531,"hello sir, when you come online, you are on your way and you are gone :(",-0.4404,negative
532,"oh, by your own strength",0.4939,positive
533,sem2,0,neutral
534,"i am from delhi. please tell, whats the story of them big puppys ...........",0.3182,positive
535,"a full bag of mary or muhammad is my salmon. smildo, jbtak aap ban dn bigri drsnjo khli",-0.5574,negative
536,the hotters of salman koi ko ommanti hath kartotottali ignoredgreat salman,0,neutral
537,bhar do jholi meriya muhammad muzzo salman sar. meet with,0,neutral
538,the seized police will not be able to do anything but be disabled.,0,neutral
539,salman sir. i want to meet you please give me an appointment i really want to meet you please,0.6697,positive
540,please do not play,0.068,positive
541,"salman sir. i want to meet you in my amspur kardo, meet me",0.0772,positive
542,please all,0.3182,positive
543,"sir, you are my role model for me. i am inspired by you today and i am the helper of the delhi police.",0.6808,positive
544,"my india is great, it will be better then india",0.7906,positive
545,8527106761 plz salman sir. give me a chance to get along,0.3182,positive
546,meet two brothers jholi meri muhammad mujhko salman bhai,0,neutral
547,"playstationsir sir. even if you are poor, you will not be able to get an appointment",-0.4767,negative
548,"bhar do jholi meri muhammad, meet me with salman bhai,",0,neutral
549,"salman only. 2 minutes of your envelope in the envelope, thank you for your happiness. get milk",0.7269,positive
550,salman sir bole or kamna ho. savalhi nhi ho sakt. god sir aapto sir my god,0.4939,positive
551,"do the same, salmon. now look, everyone is gone. but your grip will go away",0,neutral
552,you are a superhero,0,neutral
553,ek andlove u salman khan and why are you talking about our c omento method?,0,neutral
554,care about your pride,0.6808,positive
555,apk fanho bangladesh me plz c al sallu bhai met u + 880171944771 c al bhai,0.0772,positive
556,flop jaigi mowie teriyahsen frmosh श्,-0.34,negative
557,"mummy pappa, and how is the escape and sab",0.1779,positive
558,why do you think of marriage,0,neutral
559,"i know that if you marry her, she will not let me know you, i am sure you need me, so she wants me so important",0.567,positive
